SuburbName,ZipCodeNumber,StateCode
REDBANK,6721,WA
STRELLEY,6721,WA
WALLAREENYA,6721,WA
WEDGEFIELD,6721,WA
BOODARIE,6722,WA
DE GREY,6722,WA
FINUCANE,6722,WA
PIPPINGARRA,6722,WA
SOUTH HEDLAND,6722,WA
BILINGURR,6725,WA
BROOME,6725,WA
DAMPIER PENINSULA,6725,WA
DJUGUN,6725,WA
EIGHTY MILE BEACH,6725,WA
GINGERAH,6725,WA
LAGRANGE,6725,WA
MINYIRR,6725,WA
ROEBUCK,6725,WA
WATERBANK,6725,WA
CABLE BEACH,6726,WA
CAMBALLIN,6728,WA
DERBY,6728,WA
GEEGULLY CREEK,6728,WA
KIMBOLTON,6728,WA
KING LEOPOLD RANGES,6728,WA
MEDA,6728,WA
ST GEORGE RANGES,6728,WA
WILLARE,6728,WA
COCKATOO ISLAND,6731,WA
KOOLAN ISLAND,6733,WA
DRYSDALE RIVER,6740,WA
KALUMBURU,6740,WA
MITCHELL PLATEAU,6740,WA
OOMBULGURRI,6740,WA
PRINCE REGENT RIVER,6740,WA
WYNDHAM,6740,WA
CAMBRIDGE GULF,6743,WA
DURACK,6743,WA
GIBB,6743,WA
KUNUNURRA,6743,WA
LAKE ARGYLE,6743,WA
WARMUN,6743,WA
CHICHESTER,6751,WA
INNAWANGA,6751,WA
JUNA DOWNS,6751,WA
KARIJINI,6751,WA
MOUNT SHEILA,6751,WA
MULGA DOWNS,6751,WA
NANUTARRA,6751,WA
ROCKLEA,6751,WA
TOM PRICE,6751,WA
WITTENOOM,6751,WA
NEWMAN,6753,WA
PARABURDOO,6754,WA
MARBLE BAR,6760,WA
TELFER,6762,WA
HALLS CREEK,6770,WA
MCBEATH,6770,WA
MUELLER RANGES,6770,WA
ORD RIVER,6770,WA
PURNULULU,6770,WA
STURT CREEK,6770,WA
TANAMI,6770,WA
CHRISTMAS ISLAND,6798,WA
PERTH,6800,WA
NORTHBRIDGE,6803,WA
PERTH,6809,WA
PERTH,6817,WA
PERTH,6820,WA
PERTH,6827,WA
PERTH,6830,WA
PERTH ST GEORGES TCE,6831,WA
PERTH ADELAIDE TCE,6832,WA
PERTH,6837,WA
PERTH,6838,WA
PERTH,6839,WA
PERTH,6840,WA
PERTH,6841,WA
PERTH,6842,WA
PERTH,6843,WA
PERTH,6845,WA
PERTH,6846,WA
PERTH,6848,WA
PERTH BC,6849,WA
CLOISTERS SQUARE PO,6850,WA
NORTHBRIDGE,6865,WA
WEST PERTH,6872,WA
EAST PERTH,6892,WA
LEEDERVILLE,6900,WA
WEST LEEDERVILLE,6901,WA
LEEDERVILLE,6902,WA
LEEDERVILLE,6903,WA
SUBIACO PO,6904,WA
NORTHLANDS PO,6905,WA
NORTH PERTH,6906,WA
NEDLANDS,6907,WA
NEDLANDS,6909,WA
CLAREMONT,6910,WA
MOSMAN PARK,6912,WA
WEMBLEY,6913,WA
MOUNT HAWTHORN,6915,WA
OSBORNE PARK,6916,WA
OSBORNE PARK DC,6916,WA
INNALOO,6918,WA
JOONDALUP DC,6919,WA
NORTH BEACH,6920,WA
KARRINYUP,6921,WA
SCARBOROUGH,6922,WA
HILLARYS,6923,WA
GREENWOOD,6924,WA
WALLISTON DC,6925,WA
KALAMUNDA,6926,WA
MOUNT LAWLEY,6929,WA
MAYLANDS,6931,WA
INGLEWOOD,6932,WA
BAYSWATER,6933,WA
GUILDFORD,6935,WA
MIDLAND DC,6936,WA
TUART HILL,6938,WA
TUART HILL,6939,WA
MIRRABOOKA,6941,WA
BASSENDEAN DC,6942,WA
MORLEY,6943,WA
MALAGA,6944,WA
MALAGA DC,6945,WA
WANNEROO,6946,WA
WANGARA DC,6947,WA
SOUTH PERTH,6951,WA
COMO,6952,WA
APPLECROSS,6953,WA
BOORAGOON,6954,WA
WILLETTON,6955,WA
MELVILLE,6956,WA
ROYAL AUSTRALIAN NAVY WARSHIPS,6958,WA
FREMANTLE,6959,WA
PALMYRA DC,6961,WA
HAMILTON HILL,6963,WA
BIBRA LAKE DC,6965,WA
KWINANA,6966,WA
ROCKINGHAM DC,6967,WA
ROCKINGHAM,6968,WA
ROCKINGHAM BEACH,6969,WA
CANNING VALE DC,6970,WA
VICTORIA PARK,6979,WA
CANNINGTON,6980,WA
EAST VICTORIA PARK,6981,WA
BENTLEY,6982,WA
BENTLEY DC,6983,WA
BELMONT,6984,WA
CLOVERDALE,6985,WA
WELSHPOOL DC,6986,WA
CANNINGTON,6987,WA
THORNLIE,6988,WA
GOSNELLS,6990,WA
KELMSCOTT,6991,WA
KELMSCOTT DC,6997,WA
GLEBE,7000,TAS
HOBART,7000,TAS
MOUNT STUART,7000,TAS
NORTH HOBART,7000,TAS
QUEENS DOMAIN,7000,TAS
WEST HOBART,7000,TAS
HOBART,7001,TAS
NORTH HOBART,7002,TAS
BATTERY POINT,7004,TAS
SOUTH HOBART,7004,TAS
DYNNYRNE,7005,TAS
LOWER SANDY BAY,7005,TAS
SANDY BAY,7005,TAS
SANDY BAY,7006,TAS
MOUNT NELSON,7007,TAS
TOLMANS HILL,7007,TAS
LENAH VALLEY,7008,TAS
NEW TOWN,7008,TAS
DERWENT PARK,7009,TAS
LUTANA,7009,TAS
MOONAH,7009,TAS
WEST MOONAH,7009,TAS
DOWSING POINT,7010,TAS
GLENORCHY,7010,TAS
GOODWOOD,7010,TAS
MONTROSE,7010,TAS
ROSETTA,7010,TAS
AUSTINS FERRY,7011,TAS
BERRIEDALE,7011,TAS
CHIGWELL,7011,TAS
CLAREMONT,7011,TAS
COLLINSVALE,7012,TAS
GLENLUSK,7012,TAS
GEILSTON BAY,7015,TAS
LINDISFARNE,7015,TAS
ROSE BAY,7015,TAS
RISDON VALE,7016,TAS
GRASSTREE HILL,7017,TAS
HONEYWOOD,7017,TAS
OLD BEACH,7017,TAS
OTAGO,7017,TAS
RISDON,7017,TAS
TEA TREE,7017,TAS
CLARENDON VALE,7019,TAS
OAKDOWNS,7019,TAS
ROKEBY,7019,TAS
CLIFTON BEACH,7020,TAS
SANDFORD,7020,TAS
SOUTH ARM,7022,TAS
OPOSSUM BAY,7023,TAS
DULCOT,7025,TAS
RICHMOND,7025,TAS
CAMPANIA,7026,TAS
COLEBROOK,7027,TAS
APSLEY,7030,TAS
ARTHURS LAKE,7030,TAS
BAGDAD,7030,TAS
BAGDAD NORTH,7030,TAS
BOTHWELL,7030,TAS
BRIDGEWATER,7030,TAS
BRIGHTON,7030,TAS
BROADMARSH,7030,TAS
CRAMPS BAY,7030,TAS
DROMEDARY,7030,TAS
DYSART,7030,TAS
ELDERSLIE,7030,TAS
FLINTSTONE,7030,TAS
GAGEBROOK,7030,TAS
GRANTON,7030,TAS
HERDSMANS COVE,7030,TAS
HERMITAGE,7030,TAS
INTERLAKEN,7030,TAS
JERICHO,7030,TAS
KEMPTON,7030,TAS
LAKE SORELL,7030,TAS
LIAWENEE,7030,TAS
LOWER MARSHES,7030,TAS
MANGALORE,7030,TAS
MELTON MOWBRAY,7030,TAS
MIENA,7030,TAS
MILLERS BLUFF,7030,TAS
MORASS BAY,7030,TAS
PELHAM,7030,TAS
PONTVILLE,7030,TAS
SHANNON,7030,TAS
STEPPES,7030,TAS
TODS CORNER,7030,TAS
WADDAMANA,7030,TAS
WILBURVILLE,7030,TAS
KINGSTON,7050,TAS
KINGSTON BEACH,7050,TAS
KINGSTON,7051,TAS
BLACKMANS BAY,7052,TAS
BONNET HILL,7053,TAS
TAROONA,7053,TAS
BARRETTA,7054,TAS
CONINGHAM,7054,TAS
ELECTRONA,7054,TAS
FERN TREE,7054,TAS
HOWDEN,7054,TAS
LESLIE VALE,7054,TAS
LOWER SNUG,7054,TAS
MARGATE,7054,TAS
NEIKA,7054,TAS
RIDGEWAY,7054,TAS
SNUG,7054,TAS
TINDERBOX,7054,TAS
WELLINGTON PARK,7054,TAS
HUNTINGFIELD,7055,TAS
CRABTREE,7109,TAS
CRADOC,7109,TAS
GLAZIERS BAY,7109,TAS
GLEN HUON,7109,TAS
GLENDEVIE,7109,TAS
GROVE,7109,TAS
HASTINGS,7109,TAS
HUONVILLE,7109,TAS
IDA BAY,7109,TAS
JUDBURY,7109,TAS
LONNAVALE,7109,TAS
LOWER LONGLEY,7109,TAS
LOWER WATTLE GROVE,7109,TAS
LUCASTON,7109,TAS
LUNE RIVER,7109,TAS
LYMINGTON,7109,TAS
MOUNTAIN RIVER,7109,TAS
PETCHEYS BAY,7109,TAS
RAMINEA,7109,TAS
RANELAGH,7109,TAS
RECHERCHE,7109,TAS
SOUTHPORT,7109,TAS
SOUTHPORT LAGOON,7109,TAS
STRATHBLANE,7109,TAS
WATERLOO,7109,TAS
WATTLE GROVE,7109,TAS
WOODSTOCK,7109,TAS
ABELS BAY,7112,TAS
CHARLOTTE COVE,7112,TAS
CYGNET,7112,TAS
DEEP BAY,7112,TAS
EGGS AND BACON BAY,7112,TAS
GARDEN ISLAND CREEK,7112,TAS
GARDNERS BAY,7112,TAS
NICHOLLS RIVULET,7112,TAS
RANDALLS BAY,7112,TAS
VERONA SANDS,7112,TAS
FRANKLIN,7113,TAS
DOVER,7117,TAS
STONOR,7119,TAS
STRATHGORDON,7139,TAS
BLACK HILLS,7140,TAS
BOYER,7140,TAS
BRADYS LAKE,7140,TAS
BRONTE PARK,7140,TAS
BUSHY PARK,7140,TAS
BUTLERS GORGE,7140,TAS
DEE,7140,TAS
DERWENT BRIDGE,7140,TAS
ELLENDALE,7140,TAS
FENTONBURY,7140,TAS
FITZGERALD,7140,TAS
FLORENTINE,7140,TAS
GLENFERN,7140,TAS
GLENORA,7140,TAS
GRETNA,7140,TAS
HAMILTON,7140,TAS
HAYES,7140,TAS
HOLLOW TREE,7140,TAS
KARANJA,7140,TAS
LACHLAN,7140,TAS
LAKE ST CLAIR,7140,TAS
LAWITTA,7140,TAS
LITTLE PINE LAGOON,7140,TAS
LONDON LAKES,7140,TAS
MACQUARIE PLAINS,7140,TAS
MAGRA,7140,TAS
MALBINA,7140,TAS
MAYDENA,7140,TAS
MEADOWBANK,7140,TAS
MOLESWORTH,7140,TAS
MOOGARA,7140,TAS
MOUNT FIELD,7140,TAS
MOUNT LLOYD,7140,TAS
NATIONAL PARK,7140,TAS
NEW NORFOLK,7140,TAS
OSTERLEY,7140,TAS
OUSE,7140,TAS
PLENTY,7140,TAS
ROSEGARLAND,7140,TAS
SORELL CREEK,7140,TAS
STRICKLAND,7140,TAS
STYX,7140,TAS
TARRALEAH,7140,TAS
TYENNA,7140,TAS
UXBRIDGE,7140,TAS
VICTORIA VALLEY,7140,TAS
WAYATINAH,7140,TAS
WESTERWAY,7140,TAS
CASEY,7151,TAS
DAVIS,7151,TAS
HEARD ISLAND,7151,TAS
MACQUARIE ISLAND,7151,TAS
MAWSON,7151,TAS
MCDONALD ISLANDS,7151,TAS
KETTERING,7155,TAS
BIRCHS BAY,7162,TAS
WOODBRIDGE,7162,TAS
FLOWERPOT,7163,TAS
MIDDLETON,7163,TAS
ACTON PARK,7170,TAS
CAMBRIDGE,7170,TAS
MOUNT RUMNEY,7170,TAS
ROCHES BEACH,7170,TAS
SEVEN MILE BEACH,7170,TAS
MIDWAY POINT,7171,TAS
PENNA,7171,TAS
NUGENT,7172,TAS
ORIELTON,7172,TAS
PAWLEENA,7172,TAS
SORELL,7172,TAS
WATTLE HILL,7172,TAS
CARLTON,7173,TAS
CARLTON RIVER,7173,TAS
CONNELLYS MARSH,7173,TAS
DODGES FERRY,7173,TAS
FORCETT,7173,TAS
LEWISHAM,7173,TAS
PRIMROSE SANDS,7173,TAS
COPPING,7174,TAS
BREAM CREEK,7175,TAS
MARION BAY,7175,TAS
KELLEVIE,7176,TAS
BOOMER BAY,7177,TAS
DUNALLEY,7177,TAS
MURDUNNA,7178,TAS
EAGLEHAWK NECK,7179,TAS
TARANNA,7180,TAS
CAPE PILLAR,7182,TAS
FORTESCUE,7182,TAS
PORT ARTHUR,7182,TAS
CAPE RAOUL,7184,TAS
NUBEENA,7184,TAS
STORMLEA,7184,TAS
WHITE BEACH,7184,TAS
PREMAYDENA,7185,TAS
KOONYA,7187,TAS
APSLAWN,7190,TAS
BUCKLAND,7190,TAS
CRANBROOK,7190,TAS
DOLPHIN SANDS,7190,TAS
LITTLE SWANPORT,7190,TAS
ORFORD,7190,TAS
PONTYPOOL,7190,TAS
RHEBAN,7190,TAS
ROCKY HILLS,7190,TAS
RUNNYMEDE,7190,TAS
SPRING BEACH,7190,TAS
SWANSEA,7190,TAS
TRIABUNNA,7190,TAS
ROSS,7209,TAS
TOOMS LAKE,7209,TAS
CAMPBELL TOWN,7210,TAS
LAKE LEAKE,7210,TAS
CLEVELAND,7211,TAS
CONARA,7211,TAS
EPPING FOREST,7211,TAS
BEN LOMOND,7212,TAS
BLESSINGTON,7212,TAS
BURNS CREEK,7212,TAS
DEDDINGTON,7212,TAS
EVANDALE,7212,TAS
NILE,7212,TAS
UPPER BLESSINGTON,7212,TAS
WESTERN JUNCTION,7212,TAS
AVOCA,7213,TAS
ROSSARDEN,7213,TAS
ROYAL GEORGE,7213,TAS
FINGAL,7214,TAS
MANGANA,7214,TAS
MATHINNA,7214,TAS
UPPER ESK,7214,TAS
BEAUMARIS,7215,TAS
BICHENO,7215,TAS
CHAIN OF LAGOONS,7215,TAS
COLES BAY,7215,TAS
CORNWALL,7215,TAS
DOUGLAS RIVER,7215,TAS
DOUGLAS-APSLEY,7215,TAS
FALMOUTH,7215,TAS
FOUR MILE CREEK,7215,TAS
FREYCINET,7215,TAS
FRIENDLY BEACHES,7215,TAS
GRAY,7215,TAS
SCAMANDER,7215,TAS
SEYMOUR,7215,TAS
ST MARYS,7215,TAS
UPPER SCAMANDER,7215,TAS
AKAROA,7216,TAS
BINALONG BAY,7216,TAS
GOSHEN,7216,TAS
GOULDS COUNTRY,7216,TAS
LOTTAH,7216,TAS
PYENGANA,7216,TAS
ST HELENS,7216,TAS
STIEGLITZ,7216,TAS
THE GARDENS,7216,TAS
INVERMAY,7248,TAS
MAYFIELD,7248,TAS
MOWBRAY,7248,TAS
NEWNHAM,7248,TAS
ROCHERLEA,7248,TAS
KINGS MEADOWS,7249,TAS
PUNCHBOWL,7249,TAS
SOUTH LAUNCESTON,7249,TAS
YOUNGTOWN,7249,TAS
BLACKSTONE HEIGHTS,7250,TAS
EAST LAUNCESTON,7250,TAS
LAUNCESTON,7250,TAS
NEWSTEAD,7250,TAS
NORWOOD,7250,TAS
PROSPECT,7250,TAS
PROSPECT VALE,7250,TAS
RAVENSWOOD,7250,TAS
RIVERSIDE,7250,TAS
ST LEONARDS,7250,TAS
SUMMERHILL,7250,TAS
TRAVELLERS REST,7250,TAS
TREVALLYN,7250,TAS
WAVERLEY,7250,TAS
WEST LAUNCESTON,7250,TAS
BEECHFORD,7252,TAS
DILSTON,7252,TAS
HILLWOOD,7252,TAS
LEFROY,7252,TAS
LULWORTH,7252,TAS
MOUNT DIRECTION,7252,TAS
PIPERS RIVER,7252,TAS
STONY HEAD,7252,TAS
SWAN BAY,7252,TAS
WEYMOUTH,7252,TAS
WINDERMERE,7252,TAS
BELL BAY,7253,TAS
GEORGE TOWN,7253,TAS
LONG REACH,7253,TAS
LOW HEAD,7253,TAS
BELLINGHAM,7254,TAS
GOLCONDA,7254,TAS
LEBRINA,7254,TAS
PIPERS BROOK,7254,TAS
RETREAT,7254,TAS
TUNNEL,7254,TAS
WYENA,7254,TAS
BUNGAREE,7256,TAS
CURRIE,7256,TAS
EGG LAGOON,7256,TAS
GRASSY,7256,TAS
LOORANA,7256,TAS
LYMWOOD,7256,TAS
NARACOOPA,7256,TAS
NUGARA,7256,TAS
PEARSHAPE,7256,TAS
PEGARAH,7256,TAS
REEKARA,7256,TAS
SEA ELEPHANT,7256,TAS
SURPRISE BAY,7256,TAS
WICKHAM,7256,TAS
YAMBACOONA,7256,TAS
YARRA CREEK,7256,TAS
CAPE BARREN ISLAND,7257,TAS
MYRTLE BANK,7259,TAS
NUNAMARA,7259,TAS
PATERSONIA,7259,TAS
TARGA,7259,TAS
TAYENE,7259,TAS
BLUMONT,7260,TAS
CUCKOO,7260,TAS
FORESTER,7260,TAS
JETSONVILLE,7260,TAS
KAMONA,7260,TAS
LIETINNA,7260,TAS
LISLE,7260,TAS
NABOWLA,7260,TAS
NORTH SCOTTSDALE,7260,TAS
SCOTTSDALE,7260,TAS
SOUTH SPRINGFIELD,7260,TAS
SPRINGFIELD,7260,TAS
TONGANAH,7260,TAS
TULENDEENA,7260,TAS
WEST SCOTTSDALE,7260,TAS
BRANXHOLM,7261,TAS
WARRENTINNA,7261,TAS
BRIDPORT,7262,TAS
TOMAHAWK,7262,TAS
WATERHOUSE,7262,TAS
ALBERTON,7263,TAS
LEGERWOOD,7263,TAS
RINGAROOMA,7263,TAS
TALAWA,7263,TAS
TRENAH,7263,TAS
ANSONS BAY,7264,TAS
BOOBYALLA,7264,TAS
CAPE PORTLAND,7264,TAS
DERBY,7264,TAS
EDDYSTONE,7264,TAS
GLADSTONE,7264,TAS
HERRICK,7264,TAS
MOORINA,7264,TAS
MOUNT WILLIAM,7264,TAS
MUSSELROE BAY,7264,TAS
PIONEER,7264,TAS
RUSHY LAGOON,7264,TAS
SOUTH MOUNT CAMERON,7264,TAS
TELITA,7264,TAS
WELDBOROUGH,7264,TAS
BANCA,7265,TAS
WINNALEAH,7265,TAS
BANGOR,7267,TAS
KAROOLA,7267,TAS
LALLA,7267,TAS
LOWER TURNERS MARSH,7267,TAS
TURNERS MARSH,7267,TAS
LILYDALE,7268,TAS
NORTH LILYDALE,7268,TAS
UNDERWOOD,7268,TAS
BADGER HEAD,7270,TAS
BEACONSFIELD,7270,TAS
BEAUTY POINT,7270,TAS
CLARENCE POINT,7270,TAS
FLOWERY GULLY,7270,TAS
GREENS BEACH,7270,TAS
KAYENA,7270,TAS
KELSO,7270,TAS
ROWELLA,7270,TAS
SIDMOUTH,7270,TAS
YORK TOWN,7270,TAS
BLACKWALL,7275,TAS
DEVIOT,7275,TAS
EXETER,7275,TAS
FRANKFORD,7275,TAS
GLENGARRY,7275,TAS
HOLWELL,7275,TAS
LANENA,7275,TAS
LOIRA,7275,TAS
NOTLEY HILLS,7275,TAS
ROBIGANA,7275,TAS
SWAN POINT,7275,TAS
WINKLEIGH,7275,TAS
GRAVELLY BEACH,7276,TAS
BRIDGENORTH,7277,TAS
GRINDELWALD,7277,TAS
LEGANA,7277,TAS
ROSEVEARS,7277,TAS
HADSPEN,7290,TAS
CARRICK,7291,TAS
HAGLEY,7292,TAS
QUAMBY BEND,7292,TAS
ROSEVALE,7292,TAS
SELBOURNE,7292,TAS
WESTWOOD,7292,TAS
BISHOPSBOURNE,7301,TAS
BLACKWOOD CREEK,7301,TAS
LIFFEY,7301,TAS
LONGFORD,7301,TAS
TOIBERRY,7301,TAS
BRACKNELL,7302,TAS
CRESSY,7302,TAS
POATINA,7302,TAS
BRANDUM,7304,TAS
BREONA,7304,TAS
CAVESIDE,7304,TAS
CENTRAL PLATEAU,7304,TAS
CHUDLEIGH,7304,TAS
DAIRY PLAINS,7304,TAS
DELORAINE,7304,TAS
DOCTORS POINT,7304,TAS
DUNORLAN,7304,TAS
ELIZABETH TOWN,7304,TAS
GOLDEN VALLEY,7304,TAS
JACKEYS MARSH,7304,TAS
KIMBERLEY,7304,TAS
LIENA,7304,TAS
MAYBERRY,7304,TAS
MEANDER,7304,TAS
MERSEY FOREST,7304,TAS
MOLE CREEK,7304,TAS
MOLTEMA,7304,TAS
MONTANA,7304,TAS
NEEDLES,7304,TAS
PARKHAM,7304,TAS
QUAMBY BROOK,7304,TAS
RED HILLS,7304,TAS
REEDY MARSH,7304,TAS
REYNOLDS NECK,7304,TAS
WALLS OF JERUSALEM,7304,TAS
WEEGENA,7304,TAS
WEETAH,7304,TAS
WESTERN CREEK,7304,TAS
MERSEYLEA,7305,TAS
RAILTON,7305,TAS
SUNNYSIDE,7305,TAS
BAKERS BEACH,7307,TAS
HARFORD,7307,TAS
HAWLEY BEACH,7307,TAS
LATROBE,7307,TAS
MORIARTY,7307,TAS
NORTHDOWN,7307,TAS
PORT SORELL,7307,TAS
SASSAFRAS,7307,TAS
SHEARWATER,7307,TAS
SQUEAKING POINT,7307,TAS
THIRLSTANE,7307,TAS
WESLEY VALE,7307,TAS
ABERDEEN,7310,TAS
AMBLESIDE,7310,TAS
DEVONPORT,7310,TAS
DON,7310,TAS
EAST DEVONPORT,7310,TAS
ERRIBA,7310,TAS
EUGENANA,7310,TAS
FORTH,7310,TAS
FORTHSIDE,7310,TAS
KINDRED,7310,TAS
LILLICO,7310,TAS
LOWER WILMOT,7310,TAS
MELROSE,7310,TAS
MIANDETTA,7310,TAS
MOINA,7310,TAS
PALOONA,7310,TAS
QUOIBA,7310,TAS
SOUTH SPREYTON,7310,TAS
SPREYTON,7310,TAS
STONY RISE,7310,TAS
TARLETON,7310,TAS
TUGRAH,7310,TAS
WILMOT,7310,TAS
ABBOTSHAM,7315,TAS
CASTRA,7315,TAS
GAWLER,7315,TAS
GUNNS PLAINS,7315,TAS
LEITH,7315,TAS
LOONGANA,7315,TAS
NIETTA,7315,TAS
NORTH MOTTON,7315,TAS
PRESTON,7315,TAS
SOUTH NIETTA,7315,TAS
SOUTH PRESTON,7315,TAS
SPALFORD,7315,TAS
SPRENT,7315,TAS
TURNERS BEACH,7315,TAS
ULVERSTONE,7315,TAS
UPPER CASTRA,7315,TAS
WEST ULVERSTONE,7315,TAS
CAMENA,7316,TAS
CUPRONA,7316,TAS
HEYBRIDGE,7316,TAS
HOWTH,7316,TAS
LOYETEA,7316,TAS
PENGUIN,7316,TAS
PRESERVATION BAY,7316,TAS
RIANA,7316,TAS
SOUTH RIANA,7316,TAS
SULPHUR CREEK,7316,TAS
WEST PINE,7316,TAS
ACTON,7320,TAS
BROOKLYN,7320,TAS
BURNIE,7320,TAS
CAMDALE,7320,TAS
COOEE,7320,TAS
DOWNLANDS,7320,TAS
EMU HEIGHTS,7320,TAS
HAVENVIEW,7320,TAS
HILLCREST,7320,TAS
MONTELLO,7320,TAS
OCEAN VISTA,7320,TAS
PARK GROVE,7320,TAS
PARKLANDS,7320,TAS
ROMAINE,7320,TAS
ROUND HILL,7320,TAS
SHOREWELL PARK,7320,TAS
SOUTH BURNIE,7320,TAS
UPPER BURNIE,7320,TAS
WIVENHOE,7320,TAS
BLACK RIVER,7321,TAS
BOAT HARBOUR,7321,TAS
BOAT HARBOUR BEACH,7321,TAS
CHASM CREEK,7321,TAS
CORINNA,7321,TAS
COWRIE POINT,7321,TAS
CRAYFISH CREEK,7321,TAS
DETENTION,7321,TAS
EAST CAM,7321,TAS
EAST RIDGLEY,7321,TAS
EDGCUMBE BEACH,7321,TAS
GUILDFORD,7321,TAS
HAMPSHIRE,7321,TAS
HELLYER,7321,TAS
HIGHCLERE,7321,TAS
LUINA,7321,TAS
MAWBANNA,7321,TAS
MONTUMANA,7321,TAS
MOOREVILLE,7321,TAS
NATONE,7321,TAS
PARRAWE,7321,TAS
PORT LATTA,7321,TAS
RIDGLEY,7321,TAS
ROCKY CAPE,7321,TAS
SAVAGE RIVER,7321,TAS
SISTERS BEACH,7321,TAS
STOWPORT,7321,TAS
TEWKESBURY,7321,TAS
TULLAH,7321,TAS
UPPER NATONE,7321,TAS
UPPER STOWPORT,7321,TAS
WARATAH,7321,TAS
WEST MOOREVILLE,7321,TAS
WEST RIDGLEY,7321,TAS
WILTSHIRE,7321,TAS
SOMERSET,7322,TAS
CALDER,7325,TAS
DOCTORS ROCKS,7325,TAS
ELLIOTT,7325,TAS
FLOWERDALE,7325,TAS
HENRIETTA,7325,TAS
LAPOINYA,7325,TAS
MEUNNA,7325,TAS
MILABENA,7325,TAS
MOORLEAH,7325,TAS
MOUNT HICKS,7325,TAS
MYALLA,7325,TAS
OLDINA,7325,TAS
OONAH,7325,TAS
PREOLENNA,7325,TAS
SISTERS CREEK,7325,TAS
TABLE CAPE,7325,TAS
TAKONE,7325,TAS
WEST TAKONE,7325,TAS
WYNYARD,7325,TAS
YOLLA,7325,TAS
ALCOMIE,7330,TAS
ARTHUR RIVER,7330,TAS
BRITTONS SWAMP,7330,TAS
BROADMEADOWS,7330,TAS
CHRISTMAS HILLS,7330,TAS
COUTA ROCKS,7330,TAS
EDITH CREEK,7330,TAS
FOREST,7330,TAS
IRISHTOWN,7330,TAS
LILEAH,7330,TAS
MARRAWAH,7330,TAS
MELLA,7330,TAS
MENGHA,7330,TAS
MONTAGU,7330,TAS
NABAGEENA,7330,TAS
NELSON BAY,7330,TAS
REDPA,7330,TAS
ROGER RIVER,7330,TAS
SCOPUS,7330,TAS
SCOTCHTOWN,7330,TAS
SMITHTON,7330,TAS
SOUTH FOREST,7330,TAS
TEMMA,7330,TAS
TOGARI,7330,TAS
TROWUTTA,7330,TAS
WEST MONTAGU,7330,TAS
WOOLNORTH,7330,TAS
STANLEY,7331,TAS
GORMANSTON,7466,TAS
LAKE MARGARET,7467,TAS
QUEENSTOWN,7467,TAS
MACQUARIE HEADS,7468,TAS
STRAHAN,7468,TAS
ROSEBERY,7470,TAS
HOBART,7800,TAS
HOBART,7803,TAS
HOBART,7804,TAS
HOBART,7806,TAS
HOBART,7807,TAS
HOBART,7808,TAS
HOBART,7809,TAS
HOBART,7810,TAS
HOBART,7811,TAS
HOBART,7812,TAS
HOBART,7813,TAS
HOBART,7814,TAS
HOBART,7823,TAS
HOBART,7824,TAS
HOBART,7827,TAS
HOBART,7828,TAS
HOBART,7829,TAS
HOBART,7845,TAS
HOBART,7850,TAS
LAUNCESTON,7902,TAS
LAUNCESTON,7903,TAS
LAUNCESTON,7905,TAS
LAUNCESTON,7906,TAS
LAUNCESTON,7907,TAS
LAUNCESTON,7908,TAS
BURNIE,7915,TAS
LAUNCESTON,7916,TAS
LAUNCESTON,7917,TAS
LAUNCESTON,7918,TAS
LAUNCESTON,7919,TAS
LAUNCESTON,7920,TAS
LAUNCESTON,7921,TAS
LAUNCESTON,7922,TAS
LAUNCESTON,7923,TAS
MELBOURNE,8001,VIC
EAST MELBOURNE,8002,VIC
COLLINS STREET EAST,8003,VIC
WORLD TRADE CENTRE,8005,VIC
ABECKETT STREET,8006,VIC
ST KILDA ROAD CENTRAL,8008,VIC
FLINDERS LANE,8009,VIC
LITTLE LONSDALE STREET,8011,VIC
DOCKLANDS,8012,VIC
MELBOURNE,8045,VIC
MELBOURNE,8051,VIC
MELBOURNE,8060,VIC
MELBOURNE,8061,VIC
MELBOURNE,8066,VIC
MELBOURNE,8069,VIC
MELBOURNE,8070,VIC
MELBOURNE,8071,VIC
MELBOURNE,8102,VIC
MELBOURNE,8103,VIC
MELBOURNE,8107,VIC
MELBOURNE,8111,VIC
MELBOURNE,8120,VIC
MELBOURNE,8383,VIC
MELBOURNE,8386,VIC
MELBOURNE,8390,VIC
MELBOURNE,8393,VIC
MELBOURNE,8394,VIC
MELBOURNE,8396,VIC
MELBOURNE,8399,VIC
CAMBERWELL,8627,VIC
BRISBANE,9000,QLD
BRISBANE,9001,QLD
BRISBANE,9002,QLD
BRISBANE,9005,QLD
BRISBANE,9007,QLD
BRISBANE,9008,QLD
BRISBANE,9009,QLD
BRISBANE,9013,QLD
BRISBANE,9015,QLD
BRISBANE GPO BOXES,9017,QLD
BRISBANE GPO BOXES,9018,QLD
BRISBANE,9020,QLD
BRISBANE GPO BOXES,9021,QLD
BRISBANE GPO BOXES,9022,QLD
BRISBANE GPO BOXES,9023,QLD
NORTHGATE MC,9464,QLD
GOLD COAST MC,9726,QLD
MACKAY,9943,QLD
CANNONVALE,9944,QLD
DARWIN,800,NT
PARAP,804,NT
GIRRAWEEN,836,NT
HERBERT,836,NT
HUMPTY DOO,836,NT
COOLALINGA,839,NT
